date,sex,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202118,male,unknown,7,320,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202118,unknown,fully_vaccinated,0,0,186,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202118,unknown,partially_vaccinated,0,0,279,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202118,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202118,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,female,fully_vaccinated,0,14,738342,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,female,partially_vaccinated,0,33,612672,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,female,not_vaccinated,8,222,3005688,0.27,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,female,unknown,4,293,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,male,fully_vaccinated,2,16,595814,0.34,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,male,partially_vaccinated,1,39,563020,0.18,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,male,not_vaccinated,10,311,3129244,0.32,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,male,unknown,5,325,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,unknown,fully_vaccinated,0,0,222,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,unknown,partially_vaccinated,0,0,315,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202119,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,female,fully_vaccinated,2,16,878335,0.23,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,female,partially_vaccinated,0,33,631249,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,female,not_vaccinated,9,231,2847118,0.32,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,female,unknown,2,295,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,male,fully_vaccinated,0,16,721097,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,male,partially_vaccinated,0,39,598033,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,male,not_vaccinated,14,325,2968948,0.47,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,male,unknown,6,331,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,unknown,fully_vaccinated,0,0,277,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,unknown,partially_vaccinated,0,0,332,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202120,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202121,female,fully_vaccinated,0,16,1022878,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202121,female,partially_vaccinated,0,33,628087,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202121,female,not_vaccinated,5,236,2705737,0.18,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202121,female,unknown,4,299,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202121,male,fully_vaccinated,2,18,851762,0.23,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202121,male,partially_vaccinated,0,39,620297,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202121,male,not_vaccinated,5,330,2816019,0.18,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202121,male,unknown,3,334,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202121,unknown,fully_vaccinated,0,0,342,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
