date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202108,0 - 9,fully_vaccinated,0,0,21,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,0 - 9,partially_vaccinated,0,0,13,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,0 - 9,not_vaccinated,2,22,877065,0.23,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,0 - 9,unknown,231,1627,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,10 - 19,fully_vaccinated,0,0,895,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,10 - 19,partially_vaccinated,0,1,1246,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,10 - 19,not_vaccinated,10,20,845934,1.18,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,10 - 19,unknown,889,5030,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,20 - 29,fully_vaccinated,0,0,6807,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,20 - 29,partially_vaccinated,0,2,8926,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,20 - 29,not_vaccinated,13,32,1034126,1.26,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,20 - 29,unknown,1151,5961,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,30 - 39,fully_vaccinated,0,0,10759,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,30 - 39,partially_vaccinated,0,1,13712,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,30 - 39,not_vaccinated,7,27,1209672,0.58,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,30 - 39,unknown,1251,6712,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,40 - 49,fully_vaccinated,1,1,14999,6.67,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,40 - 49,partially_vaccinated,1,3,18432,5.43,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,40 - 49,not_vaccinated,12,42,1170393,1.03,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,40 - 49,unknown,1207,6540,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,50 - 59,fully_vaccinated,2,2,23107,8.66,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
